geo_id,year,deped_id,total_teacher_male,total_teacher_female,total_teachers,total_student_male,total_student_female,total_student_enrollment,geo_id,deped_id,school_name,address,adm0,adm1,adm2,adm3,latitude,longitude,geom
TAN-004617,2021,EM.6008,4,3,7,164,147,311,TAN-004617,EM.6008,KINYANGESI,,TZA,Iringa,Mufindi,Malangali,-8.586132587,34.85600312,0101000020E610000044D69E82916D4140DB910892192C21C0
TAN-004619,2021,EM.337,4,3,7,109,118,227,TAN-004619,EM.337,MALANGALI,,TZA,Iringa,Mufindi,Malangali,-8.5696874,34.85791244,0101000020E6100000D7502813D06D4140F4E21F11AE2321C0
TAN-004625,2021,EM.5356,5,0,5,184,172,356,TAN-004625,EM.5356,MALANGALI,,TZA,Iringa,Mufindi,Malangali,-8.5696874,34.85791244,0101000020E6100000D7502813D06D4140F4E21F11AE2321C0
TAN-004631,2021,EM.12232,11,3,14,46,50,96,TAN-004631,EM.12232,MALANGALI,,TZA,Iringa,Mufindi,Malangali,-8.5696874,34.85791244,0101000020E6100000D7502813D06D4140F4E21F11AE2321C0
TAN-004637,2021,EM.350,4,2,6,141,164,305,TAN-004637,EM.350,MALANGALI,,TZA,Iringa,Mufindi,Malangali,-8.5696874,34.85791244,0101000020E6100000D7502813D06D4140F4E21F11AE2321C0
TAN-004643,2021,EM.5999,6,1,7,136,145,281,TAN-004643,EM.5999,CHOGO,,TZA,Iringa,Mufindi,Mapanda,-8.507950639,35.75252021,0101000020E6100000B8C30D9552E0414080F92C1B120421C0
TAN-004645,2021,EM.4728,5,1,6,148,185,333,TAN-004645,EM.4728,IHIMBO,,TZA,Morogoro,Mufindi,Mapanda,-8.473440833,35.8623781,0101000020E6100000B024D46762EE4140E9A63CD666F220C0
TAN-004647,2021,EM.7046,6,0,6,131,121,252,TAN-004647,EM.7046,KISUSA,,TZA,Morogoro,Mufindi,Mapanda,-8.566610699,35.82464976,0101000020E610000058ED921F8EE9414093892BCC1A2221C0
TAN-004649,2021,EM.2767,5,5,10,305,373,678,TAN-004649,EM.2767,MAPANDA,,TZA,Iringa,Mufindi,Mapanda,-8.424421942,35.76374994,0101000020E61000009C4FDB8EC2E141408B3031D54DD920C0
TAN-004651,2021,EM.10764,7,2,9,252,236,488,TAN-004651,EM.10764,MTWIVILA,,TZA,Iringa,Mufindi,Mapanda,-8.399945521,35.77018177,0101000020E61000000D10F55095E24140DCC0C9A8C5CC20C0
TAN-004653,2021,EM.2625,3,2,5,132,135,267,TAN-004653,EM.2625,UHAFIWA,,TZA,Morogoro,Mufindi,Mapanda,-8.502082516,35.85219944,0101000020E6100000193C0ADF14ED41400F3AA4F5100121C0
TAN-004655,2021,EM.6019,7,0,7,183,205,388,TAN-004655,EM.6019,UKAMI,,TZA,Morogoro,Mufindi,Mapanda,-8.554300284,35.81792399,0101000020E6100000F8D4B9BBB1E8414014E32F3FCD1B21C0
TAN-004657,2021,EM.13121,3,3,6,178,184,362,TAN-004657,EM.13121,KILONGO,,TZA,Iringa,Mufindi,Mbalamaziwa,-8.555097716,35.01291994,0101000020E610000016E24F5CA7814140CD9B90C4351C21C0
TAN-004659,2021,EM.3283,3,4,7,138,133,271,TAN-004659,EM.3283,KITELEWASI,,TZA,Iringa,Mufindi,Mbalamaziwa,-8.548200456,34.97603014,0101000020E6100000EB9A3D8EEE7C41403658ECBAAD1821C0
TAN-004661,2021,EM.4734,2,5,7,156,161,317,TAN-004661,EM.4734,MBALAMAZIWA,,TZA,Iringa,Mufindi,Mbalamaziwa,-8.606989163,34.96879496,0101000020E610000064DD2679017C41400B399848C73621C0
TAN-004663,2021,EM.2545,3,4,7,108,124,232,TAN-004663,EM.2545,NYANYEMBE,,TZA,Iringa,Mufindi,Mbalamaziwa,-8.62095186,34.93764663,0101000020E6100000FE8605CE04784140452EF666ED3D21C0
TAN-004665,2021,EM.4115,1,4,5,197,156,353,TAN-004665,EM.4115,UKEMELE,,TZA,Iringa,Mufindi,Mbalamaziwa,-8.605487824,35.00567373,0101000020E6100000EE65B2EAB980414094690480023621C0
TAN-004667,2021,EM.7041,5,1,6,77,110,187,TAN-004667,EM.7041,IKANGA,,TZA,Iringa,Mufindi,Mdabulo,-8.507356381,35.53422056,0101000020E61000008106DD5661C44140B39F2F37C40321C0
TAN-004669,2021,EM.4108,4,2,6,221,222,443,TAN-004669,EM.4108,ILASA,,TZA,Iringa,Mufindi,Mdabulo,-8.457622336,35.52794043,0101000020E6100000088B508D93C3414008148E794DEA20C0
TAN-004671,2021,EM.14369,2,4,6,127,127,254,TAN-004671,EM.14369,KIDETE,,TZA,Iringa,Mufindi,Mdabulo,-8.491810267,35.47847451,0101000020E6100000B6351AA73EBD41403D34298ECEFB20C0
TAN-004673,2021,EM.7048,5,2,7,235,238,473,TAN-004673,EM.7048,LUDILO,,TZA,Iringa,Mufindi,Mdabulo,-8.461900143,35.48371079,0101000020E6100000DCE2333CEABD4140CB67F02C7EEC20C0
TAN-004675,2021,EM.2019,6,1,7,271,243,514,TAN-004675,EM.2019,MDABULO,,TZA,Iringa,Mufindi,Mdabulo,-8.501434198,35.51099787,0101000020E6100000E2FCD16068C141401103B3FBBB0021C0
TAN-004677,2021,EM.7695,4,2,6,108,111,219,TAN-004677,EM.7695,MLEVELWA,,TZA,Iringa,Mufindi,Mdabulo,-8.525386424,35.51591095,0101000020E6100000FBF2B85E09C241404EAF0973FF0C21C0
TAN-004679,2021,EM.825,5,2,7,141,164,305,TAN-004679,EM.825,IKWEGA,,TZA,Iringa,Mufindi,Mninga,-8.625414567,35.18720246,0101000020E610000023B70D40F6974140FC698F56364021C0
TAN-004681,2021,EM.10297,4,2,6,115,123,238,TAN-004681,EM.10297,ITULITULI,,TZA,Iringa,Mufindi,Mninga,-8.549669087,35.26564133,0101000020E61000007168FC8800A241400993003A6E1921C0
TAN-004683,2021,EM.4111,4,2,6,74,96,170,TAN-004683,EM.4111,LUGODA,,TZA,Iringa,Mufindi,Mninga,-8.596683219,35.26017137,0101000020E6100000B5C0A24B4DA14140A15A7F76803121C0
TAN-004685,2021,EM.14370,4,2,6,225,207,432,TAN-004685,EM.14370,LUKOSI,,TZA,Iringa,Mufindi,Mninga,-8.637512069,35.20238578,0101000020E61000004223F9C6E799414012525EFB674621C0
TAN-004687,2021,EM.7049,2,3,5,130,134,264,TAN-004687,EM.7049,MKALALA,,TZA,Iringa,Mufindi,Mninga,-8.616453835,35.23020027,0101000020E61000001697D333779D414037A349D69F3B21C0
TAN-004689,2021,EM.14371,3,3,6,161,146,307,TAN-004689,EM.14371,MPEME,,TZA,Iringa,Mufindi,Mninga,-8.522015447,35.23686828,0101000020E6100000A70726B3519E41405FBED19B450B21C0
TAN-004691,2021,EM.7689,2,4,6,172,209,381,TAN-004691,EM.7689,IHEGELA,,TZA,Iringa,Mufindi,Mtambula,-8.666202354,34.99484781,0101000020E61000003F394C2C577F41407CE59579185521C0
TAN-004693,2021,EM.7696,6,7,13,347,343,690,TAN-004693,EM.7696,MTAMBULA,,TZA,Iringa,Mufindi,Mtambula,-8.694031939,35.02820997,0101000020E61000001B4961629C834140D9C48027586321C0
TAN-004695,2021,EM.7052,9,4,13,327,355,682,TAN-004695,EM.7052,MWESA,,TZA,Iringa,Mufindi,Mtambula,-8.768389564,35.01194638,0101000020E6100000EAB37F758781414076EF5F5B6A8921C0
TAN-004697,2021,EM.1018,7,4,11,333,344,677,TAN-004697,EM.1018,NYAKIPAMBO,,TZA,Iringa,Mufindi,Mtambula,-8.693317349,35.00266798,0101000020E6100000566CA36C57804140AA68D77DFA6221C0
TAN-004699,2021,EM.2883,3,7,10,190,200,390,TAN-004699,EM.2883,IDETERO,,TZA,Iringa,Mufindi,Mtwango,-8.54961664,35.34127722,0101000020E61000008962D1F8AEAB41405A462C5A671921C0
TAN-004701,2021,EM.2357,4,4,8,119,108,227,TAN-004701,EM.2357,IPILIMO,,TZA,Iringa,Mufindi,Mtwango,-8.596671408,35.2897036,0101000020E610000049C4EF0115A54140F5A22FEA7E3121C0
TAN-004703,2021,EM.9470,3,4,7,184,195,379,TAN-004703,EM.9470,KALINGA,,TZA,Iringa,Mufindi,Mtwango,-8.513180216,35.3314407,0101000020E61000001C881BA66CAA41403359A98EBF0621C0
TAN-004705,2021,EM.1017,3,5,8,192,227,419,TAN-004705,EM.1017,KIBAO,,TZA,Iringa,Mufindi,Mtwango,-8.591454399,35.29154298,0101000020E61000003C3DC64751A54140888F691CD32E21C0
TAN-004707,2021,EM.7047,4,2,6,77,102,179,TAN-004707,EM.7047,KITIRU,,TZA,Iringa,Mufindi,Mtwango,-8.53610878,35.29374499,0101000020E6100000F9B4926F99A541409C659AD97C1221C0
TAN-004709,2021,EM.6009,5,1,6,162,122,284,TAN-004709,EM.6009,LUFUNA,,TZA,Iringa,Mufindi,Mtwango,-8.576084641,35.30748717,0101000020E6100000788B55BD5BA7414053A5E990F42621C0
TAN-004711,2021,EM.8216,6,0,6,26,30,56,TAN-004711,EM.8216,LUISENGA,,TZA,Iringa,Mufindi,Mtwango,-8.642077246,35.29919542,0101000020E6100000A90118094CA64140C8264A59BE4821C0
TAN-004713,2021,EM.6014,4,2,6,118,120,238,TAN-004713,EM.6014,MPANGA,,TZA,Iringa,Mufindi,Mtwango,-8.580812604,35.37139701,0101000020E61000001FE4EDEF89AF4140B7910645602921C0
TAN-004715,2021,EM.14372,4,3,7,208,205,413,TAN-004715,EM.14372,MTWANGO,,TZA,Iringa,Mufindi,Mtwango,-8.553235173,35.33174731,0101000020E6100000347E23B276AA41405510FEA3411B21C0
TAN-004717,2021,EM.4114,4,3,7,261,265,526,TAN-004717,EM.4114,SAWALA,,TZA,Iringa,Mufindi,Mtwango,-8.523271272,35.34867953,0101000020E61000003C11E587A1AC4140475A5036EA0B21C0
TAN-004719,2021,EM.4109,4,7,11,350,334,684,TAN-004719,EM.4109,IMEHE,,TZA,Iringa,Mufindi,Nyololo,-8.511599147,35.06093743,0101000020E6100000E57936CCCC874140910DCA52F00521C0
TAN-004721,2021,EM.6012,4,3,7,107,90,197,TAN-004721,EM.6012,LWING'ULO,,TZA,Iringa,Mufindi,Nyololo,-8.496788234,35.00278071,0101000020E61000003D41491E5B8041409C2204075BFE20C0
TAN-004723,2021,EM.6016,4,3,7,169,154,323,TAN-004723,EM.6016,NJOJO,,TZA,Iringa,Mufindi,Nyololo,-8.50693658,34.96268719,0101000020E610000000AA7655397B4140FF7D00318D0321C0
TAN-004725,2021,EM.2020,4,4,8,169,171,340,TAN-004725,EM.2020,NYOLOLO,,TZA,Iringa,Mufindi,Nyololo,-8.469289019,35.0062157,0101000020E6100000621C12ADCB8041402FF479A646F020C0
TAN-004727,2021,EM.3470,5,5,10,253,269,522,TAN-004727,EM.3470,IGOMAA,,TZA,Iringa,Mufindi,Sadani,-8.225567681,34.94408323,0101000020E6100000A9C622B8D7784140EFDB699B7D7320C0
TAN-004729,2021,EM.6001,5,1,6,152,144,296,TAN-004729,EM.6001,IHANZUTWA,,TZA,Iringa,Mufindi,Sadani,-8.170707284,34.99669477,0101000020E6100000439FB8B1937F41401FF0F3F1665720C0
TAN-004731,2021,EM.7042,6,1,7,203,186,389,TAN-004731,EM.7042,KIBADA,,TZA,Iringa,Mufindi,Sadani,-8.215806406,35.05989182,0101000020E610000055190089AA8741401913602D7E6E20C0
TAN-004733,2021,EM.482,8,4,12,239,223,462,TAN-004733,EM.482,SADANI,,TZA,Iringa,Mufindi,Sadani,-8.24073352,35.01811541,0101000020E610000077C0129B51824140E4E6866C417B20C0
TAN-004735,2021,EM.7054,3,3,6,164,134,298,TAN-004735,EM.7054,TAMBALANG'OMBE,,TZA,Iringa,Mufindi,Sadani,-8.24774432,35.04038355,0101000020E6100000F045C5492B854140EB56F057D87E20C0
TAN-004737,2021,EM.6020,9,10,19,468,408,876,TAN-004737,EM.6020,BISIBO,,TZA,Kagera,Biharamulo,Bisibo,-2.688893929,31.29002792,0101000020E6100000B0530F453F4A3F405ABEFBD1DA8205C0
TAN-004740,2021,EM.11253,9,0,9,386,406,792,TAN-004740,EM.11253,MUSENYI,,TZA,Kagera,Biharamulo,Bisibo,-2.734376506,31.27455029,0101000020E610000046A884ED48463F4017C421CA00E005C0
TAN-004743,2021,EM.297,16,10,26,1078,1134,2212,TAN-004743,EM.297,KABINDI,,TZA,Kagera,Biharamulo,Kabindi,-2.795643693,31.46307859,0101000020E61000001D8787518C763F401BA1C5707A5D06C0
TAN-004746,2021,EM.6024,14,15,29,1539,1648,3187,TAN-004746,EM.6024,KIKOMAKOMA,,TZA,Kagera,Biharamulo,Kabindi,-2.796891744,31.47689205,0101000020E6100000EF78EE98157A3F40907557C7086006C0
TAN-004749,2021,EM.4739,6,5,11,417,450,867,TAN-004749,EM.4739,KALENGE,,TZA,Kagera,Biharamulo,Kalenge,-3.151679368,31.06742172,0101000020E6100000A870C28C42113F40B84D28ACA33609C0
TAN-004752,2021,EM.4740,6,2,8,263,265,528,TAN-004752,EM.4740,KANYONI,,TZA,Kagera,Kakonko,Kalenge,-3.185454813,31.03616316,0101000020E6100000208525FD41093F4031C4A5BBCF7B09C0
TAN-004755,2021,EM.338,7,4,11,394,383,777,TAN-004755,EM.338,KANIHA,,TZA,Geita,Biharamulo,Kaniha,-3.292679221,31.42057792,0101000020E6100000D8D19BFEAA6B3F40604F133468570AC0
TAN-004758,2021,EM.15043,7,1,8,408,405,813,TAN-004758,EM.15043,MPAGO,,TZA,Geita,Biharamulo,Kaniha,-3.307019413,31.37964075,0101000020E61000009A7ADD2230613F40B2931098C6740AC0
TAN-004760,2021,EM.10932,8,9,17,433,505,938,TAN-004760,EM.10932,MSALABANI,,TZA,Geita,Biharamulo,Kaniha,-3.287209379,31.46195097,0101000020E61000006781346B42763F4098464F6E344C0AC0
TAN-004763,2021,EM.1875,9,5,14,763,824,1587,TAN-004763,EM.1875,LUSAHUNGA,,TZA,Kagera,Biharamulo,Lusahunga,-2.903421018,31.20181898,0101000020E6100000E4CF9E68AA333F40D9A176CC343A07C0
TAN-004766,2021,EM.10934,26,22,48,2667,2832,5499,TAN-004766,EM.10934,NYAKANAZI,,TZA,Kagera,Biharamulo,Lusahunga,-3.038939594,31.21618058,0101000020E61000005C21499C57373F4003FFD58FBF4F08C0
TAN-004769,2021,EM.13586,9,3,12,542,578,1120,TAN-004769,EM.13586,NYAMBALE,,TZA,Kagera,Biharamulo,Lusahunga,-2.861111164,31.24290501,0101000020E61000000CFCD1052F3E3F40CFCDFC3F8EE306C0
TAN-004772,2021,EM.10930,8,2,10,457,463,920,TAN-004772,EM.10930,KALUGUYU,,TZA,Kagera,Biharamulo,Nemba,-2.999103013,31.4567682,0101000020E610000050DAC0C2EE743F404A5C71B829FE07C0
TAN-004775,2021,EM.15273,8,3,11,753,799,1552,TAN-004775,EM.15273,KISENGA,,TZA,Kagera,Biharamulo,Nemba,-3.031649082,31.3992027,0101000020E610000093F9EC2532663F407D1BE13BD14008C0
TAN-004778,2021,EM.10933,28,18,46,2353,2443,4796,TAN-004778,EM.10933,NEMBA,,TZA,Kagera,Biharamulo,Nemba,-2.972928055,31.37979545,0101000020E61000006BEB4C463A613F40E7AF0C818EC807C0
TAN-004781,2021,EM.8836,7,5,12,469,567,1036,TAN-004781,EM.8836,ISAMBARA,,TZA,Kagera,Biharamulo,Nyabusozi,-2.891891229,31.56150165,0101000020E610000069667792BE8F3F406B2761DE972207C0
TAN-004784,2021,EM.11249,10,1,11,708,659,1367,TAN-004784,EM.11249,MBINDI,,TZA,Kagera,Biharamulo,Nyabusozi,-2.883345,31.46747,0101000020E610000072DC291DAC773F4053AEF02E171107C0
TAN-004787,2021,EM.11254,9,2,11,486,513,999,TAN-004787,EM.11254,MWANGA,,TZA,Kagera,Biharamulo,Nyabusozi,-2.883345,31.46747,0101000020E610000072DC291DAC773F4053AEF02E171107C0
TAN-004790,2021,EM.7057,7,2,9,279,272,551,TAN-004790,EM.7057,GWESERO,,TZA,Kagera,Biharamulo,Nyakahura,-2.828725215,30.98073439,0101000020E6100000CD1CB36811FB3E40535D7EAF3AA106C0
TAN-004793,2021,EM.668,8,1,9,441,389,830,TAN-004793,EM.668,MIHONGORA,,TZA,Kagera,Biharamulo,Nyakahura,-2.787111931,30.95732855,0101000020E6100000F0C6DD7B13F53E40C47D0F57014C06C0
TAN-004796,2021,EM.11255,8,0,8,275,342,617,TAN-004796,EM.11255,NYABUGOMBE,,TZA,Kagera,Biharamulo,Nyakahura,-2.632806408,30.93211727,0101000020E6100000D2AFC63C9FEE3E404F7958CEFC0F05C0
TAN-004797,2021,EM.194,5,2,7,249,260,509,TAN-004797,EM.194,NYAKAHURA,,TZA,Kagera,Biharamulo,Nyakahura,-2.823324716,30.99476233,0101000020E61000008CA47ABEA8FE3E40FCAAC9442B9606C0
TAN-004800,2021,EM.6023,4,3,7,230,270,500,TAN-004800,EM.6023,KASUNO,,TZA,Kagera,Biharamulo,Nyamahanga,-2.695641869,31.35670906,0101000020E61000000CE3F248515B3F40A2AA28AFAC9005C0
TAN-004803,2021,EM.15038,10,1,11,550,550,1100,TAN-004803,EM.15038,KIBALE,,TZA,Kagera,Biharamulo,Nyamahanga,-2.800920066,31.29030946,0101000020E61000005F6B84B8514A3F40F97091C7486806C0
TAN-004805,2021,EM.8294,5,6,11,603,624,1227,TAN-004805,EM.8294,NTUNGAMO,,TZA,Kagera,Biharamulo,Nyamahanga,-2.749826331,31.32821692,0101000020E6100000D364290606543F40ED988AF2A4FF05C0
TAN-004808,2021,EM.1210,7,8,15,238,246,484,TAN-004808,EM.1210,NYAMAHANGA,,TZA,Kagera,Biharamulo,Nyamahanga,-2.697291849,31.33321738,0101000020E61000000E8FF5BB4D553F406AC7B9BF0D9405C0
TAN-004811,2021,EM.3790,6,3,9,374,385,759,TAN-004811,EM.3790,KAGOMA,,TZA,Kagera,Biharamulo,Nyamigogo,-2.795357707,31.58022196,0101000020E6100000FB9E266D89943F400E7E6180E45C06C0
TAN-004814,2021,EM.11257,7,0,7,253,257,510,TAN-004814,EM.11257,NYANSHIMBA,,TZA,Kagera,Biharamulo,Nyamigogo,-2.824129567,31.61912626,0101000020E610000078CBFE0E7F9E3F4000740F3ED19706C0
TAN-004817,2021,EM.8979,8,1,9,396,393,789,TAN-004817,EM.8979,SONGAMBELE,,TZA,Kagera,Biharamulo,Nyamigogo,-2.804313,31.62216,0101000020E61000001EE1B4E0459F3F402FFB75A73B6F06C0
TAN-004820,2021,EM.11247,7,2,9,379,398,777,TAN-004820,EM.11247,KASILO,,TZA,Geita,Biharamulo,Nyantakara,-3.237638045,31.40214686,0101000020E61000009BE3BB18F3663F40A77B7CC6AEE609C0
TAN-004995,2021,EM.12494,4,2,6,190,247,437,TAN-004995,EM.12494,BARAKA,,TZA,Kagera,Bukoba,Katoro,-1.385007,31.498507,0101000020E6100000BBD39D279E7F3F4079B29B19FD28F6BF
TAN-004823,2021,EM.11251,17,2,19,899,880,1779,TAN-004823,EM.11251,MUGERA,,TZA,Kagera,Biharamulo,Nyantakara,-3.150124658,31.33365588,0101000020E6100000D5B7C4786A553F402A77838E743309C0
TAN-004826,2021,EM.13122,7,0,7,461,424,885,TAN-004826,EM.13122,NYAKAYENZE,,TZA,Geita,Mbogwe,Ikunguigazi,-3.225774795,31.96837924,0101000020E6100000E3ECADB3E7F73F40F149060463CE09C0
TAN-004829,2021,EM.9150,8,3,11,420,441,861,TAN-004829,EM.9150,KABUKOME,,TZA,Kagera,Biharamulo,Nyarubungo,-2.588337566,31.40270163,0101000020E610000059E53A7417673F4070D36753EAB404C0
TAN-004832,2021,EM.230,9,13,22,672,695,1367,TAN-004832,EM.230,KATOKE,,TZA,Kagera,Biharamulo,Nyarubungo,-2.656151044,31.36478307,0101000020E6100000D4C85B6C625D3F40E5BA591ECC3F05C0
TAN-004835,2021,EM.9247,5,5,10,204,195,399,TAN-004835,EM.9247,NYARUBUNGO,,TZA,Kagera,Biharamulo,Nyarubungo,-2.517814,31.442897,0101000020E61000001B7FA2B261713F409D499BAA7B2404C0
TAN-004838,2021,EM.1591,12,2,14,269,333,602,TAN-004838,EM.1591,RUSABYA,,TZA,Kagera,Biharamulo,Nyarubungo,-2.59684364,31.36441053,0101000020E610000004AB2C024A5D3F40390155F555C604C0
TAN-004841,2021,EM.11250,16,2,18,1010,945,1955,TAN-004841,EM.11250,MIGANGO,,TZA,Kagera,Biharamulo,Runazi,-2.845276836,31.37794486,0101000020E61000002C648DFEC0603F40A87D758020C306C0
TAN-004844,2021,EM.609,10,4,14,503,574,1077,TAN-004844,EM.609,RUKORA,,TZA,Kagera,Biharamulo,Runazi,-2.771047186,31.45137333,0101000020E6100000F9A2DA338D733F40B7577CC91A2B06C0
TAN-004847,2021,EM.8295,5,6,11,447,483,930,TAN-004847,EM.8295,RUNAZI,,TZA,Kagera,Biharamulo,Runazi,-2.79629446,31.43551981,0101000020E6100000CBB5EC397E6F3F40E37C3DA1CF5E06C0
TAN-004850,2021,EM.9246,10,4,14,399,403,802,TAN-004850,EM.9246,KATERELA,,TZA,Kagera,Biharamulo,Ruziba,-2.392664,31.231633,0101000020E6100000A3ACDF4C4C3B3F404888F2052D2403C0
TAN-004853,2021,EM.10931,12,0,12,378,390,768,TAN-004853,EM.10931,KITWECHEMBOGO,,TZA,Kagera,Biharamulo,Ruziba,-2.392664,31.231633,0101000020E6100000A3ACDF4C4C3B3F404888F2052D2403C0
TAN-004856,2021,EM.7061,3,15,18,357,382,739,TAN-004856,EM.7061,RUZIBA,,TZA,Kagera,Biharamulo,Ruziba,-2.392664,31.231633,0101000020E6100000A3ACDF4C4C3B3F404888F2052D2403C0
TAN-004859,2021,EM.2359,4,1,5,215,193,408,TAN-004859,EM.2359,BUJUGO,,TZA,Kagera,Bukoba,Bujugo,-1.399568,31.705536,0101000020E61000009126DE019EB43F403673486AA164F6BF
TAN-004862,2021,EM.8081,3,4,7,105,107,212,TAN-004862,EM.8081,KATOJU,,TZA,Kagera,Bukoba,Bujugo,-1.399568,31.705536,0101000020E61000009126DE019EB43F403673486AA164F6BF
TAN-004865,2021,EM.4753,5,2,7,199,170,369,TAN-004865,EM.4753,MINAZI,,TZA,Kagera,Bukoba,Bujugo,-1.399568,31.705536,0101000020E61000009126DE019EB43F403673486AA164F6BF
TAN-004868,2021,EM.4757,3,6,9,209,190,399,TAN-004868,EM.4757,RUTIMBIRO,,TZA,Kagera,Bukoba,Bujugo,-1.399568,31.705536,0101000020E61000009126DE019EB43F403673486AA164F6BF
TAN-004871,2021,EM.1019,4,3,7,161,166,327,TAN-004871,EM.1019,ICHWANDIMI,,TZA,Kagera,Bukoba,Butelankuzi,-1.578096511,31.5395376,0101000020E61000005BF6DA221F8A3F40C8D38A20E23FF9BF
TAN-004874,2021,EM.7063,5,2,7,252,243,495,TAN-004874,EM.7063,IRANGO,,TZA,Kagera,Bukoba,Butelankuzi,-1.505061879,31.55039858,0101000020E610000066DDDCEBE68C3F40532ECCC3BB14F8BF
TAN-004877,2021,EM.4749,4,3,7,163,175,338,TAN-004877,EM.4749,KATUNGA,,TZA,Kagera,,,-1.528753381,32.10169891,0101000020E6100000933E4A78040D4040FAB5F01AC675F8BF
TAN-004880,2021,EM.10936,3,4,7,186,206,392,TAN-004880,EM.10936,KYAMWIJUKA,,TZA,Kagera,Bukoba,Butelankuzi,-1.511369219,31.5691054,0101000020E61000001DFA38E4B0913F40B6937C7D912EF8BF
TAN-004883,2021,EM.10438,3,3,6,242,215,457,TAN-004883,EM.10438,KYATABARO,,TZA,Kagera,Bukoba,Butelankuzi,-1.563195466,31.54525479,0101000020E6100000900963D1958B3F40919BBB3FD902F9BF
TAN-004886,2021,EM.4755,4,2,6,285,274,559,TAN-004886,EM.4755,NYABUSHOZI,,TZA,Kagera,Bukoba,Butelankuzi,-1.534935441,31.53722164,0101000020E6100000E4807E5B87893F40B80F0977188FF8BF
TAN-004889,2021,EM.9472,6,0,6,141,144,285,TAN-004889,EM.9472,BUBUGA,,TZA,Kagera,Bukoba,Ibwera,-1.498312,31.638686,0101000020E6100000BE69FAEC80A33F400745F30016F9F7BF
TAN-004892,2021,EM.669,5,0,5,211,185,396,TAN-004892,EM.669,BWAGULA,,TZA,Kagera,Bukoba,Mikoni,-1.503324446,31.57638116,0101000020E6100000053B38B78D933F409D8E2DEF9D0DF8BF
TAN-004895,2021,EM.10935,3,2,5,80,82,162,TAN-004895,EM.10935,BWEYENZA,,TZA,Kagera,Bukoba,Mikoni,-1.515060068,31.59773598,0101000020E610000015BEA53905993F408E9138A0AF3DF8BF
TAN-004898,2021,EM.1876,4,3,7,193,189,382,TAN-004898,EM.1876,KARONGE,,TZA,Kagera,Bukoba,Ibwera,-1.498312,31.638686,0101000020E6100000BE69FAEC80A33F400745F30016F9F7BF
TAN-004901,2021,EM.3068,6,1,7,167,166,333,TAN-004901,EM.3068,KATWE,,TZA,Kagera,Bukoba,Ibwera,-1.498312,31.638686,0101000020E6100000BE69FAEC80A33F400745F30016F9F7BF
TAN-004904,2021,EM.8767,4,3,7,254,236,490,TAN-004904,EM.8767,KYAMPISI,,TZA,Kagera,Bukoba,Izimbya,-1.512433235,31.48478965,0101000020E61000007530AC2C1B7C3F40F2551B31ED32F8BF
TAN-004907,2021,EM.10141,8,1,9,155,137,292,TAN-004907,EM.10141,BUZI,,TZA,Kagera,Bukoba,Kaagya,-1.144170896,31.82092083,0101000020E6100000867415DE27D23F4027AE3524864EF2BF
TAN-004910,2021,EM.10142,7,3,10,488,478,966,TAN-004910,EM.10142,KAAGYA,,TZA,Kagera,Bukoba,Kaagya,-1.149665909,31.85397171,0101000020E6100000C128D6E39DDA3F40A3B287140865F2BF
TAN-004913,2021,EM.10144,5,0,5,163,136,299,TAN-004913,EM.10144,KASHANJE,,TZA,Kagera,Bukoba,Kaagya,-1.165948941,31.81328217,0101000020E6100000E691A24233D03F40D069A613BAA7F2BF
TAN-004916,2021,EM.8689,3,4,7,262,249,511,TAN-004916,EM.8689,KABALENZI,,TZA,Kagera,Bukoba,Kaibanja,-1.3885176,31.52366586,0101000020E610000052BB3EF70E863F40FFB91E3B5E37F6BF
TAN-004919,2021,EM.2360,2,5,7,210,193,403,TAN-004919,EM.2360,KAIBANJA,,TZA,Kagera,Bukoba,Kaibanja,-1.404603467,31.53182455,0101000020E6100000BD7559A725883F40BBCF297C4179F6BF
TAN-004922,2021,EM.12495,5,1,6,177,161,338,TAN-004922,EM.12495,KAMUZORA,,TZA,Kagera,Bukoba,Kaibanja,-1.429924227,31.5267402,0101000020E61000000E7D1C72D8863F40BD91EB39F8E0F6BF
TAN-004925,2021,EM.1949,5,3,8,240,283,523,TAN-004925,EM.1949,KAZINGA,,TZA,Kagera,Bukoba,Kaibanja,-1.448976357,31.53424083,0101000020E6100000B409CD01C4883F4023E01FD5012FF7BF
TAN-004928,2021,EM.10146,3,4,7,188,218,406,TAN-004928,EM.10146,KIIJONGO,,TZA,Kagera,Bukoba,Kaibanja,-1.410155367,31.55856509,0101000020E6100000BF3C2A1FFE8E3F40B9B3F812FF8FF6BF
TAN-004931,2021,EM.1213,6,1,7,288,293,581,TAN-004931,EM.1213,KYENGE,,TZA,Kagera,Bukoba,Kaibanja,-1.434667347,31.56116504,0101000020E610000062751683A88F3F40BA1080BF65F4F6BF
TAN-004934,2021,EM.1020,5,3,8,363,343,706,TAN-004934,EM.1020,NYAKIGANDO,,TZA,Kagera,Bukoba,Kaibanja,-1.426035488,31.58460781,0101000020E6100000AAEF80DBA8953F408F537E960AD1F6BF
TAN-004937,2021,EM.4743,5,3,8,252,239,491,TAN-004937,EM.4743,BYEYA,,TZA,Kagera,Bukoba,Kanyangereko,-1.454398147,31.80064481,0101000020E610000082A9EA0EF7CC3F40E4A5CBFD3645F7BF
